// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Temple of the Void
STATION;type;Worship Center
STATION;owner;Gobaz Jaliswen
STATION;faction;Temple
STATION;material;station_material_Temple.png
STATION;color;.60 , .20 , .80 , 1
STATION;level;9
STATION;icon;totv.png
STATION;filename;sector_103_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-1-0-4-9-2-9-0-5-1-3-2-0
STATION;interior_seed;3-3-45-0
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;49878.34
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;False
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;True
SERVICES;admin;False
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Spa Treatment;0.15,0.0;18500;Rest and Relaxation;entertain_spa.png;Send your crew to the spa, let them rest and relax for awhile. 15% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;1;0.90;npc_ship_data_(pirate_frigate_1).txt
MERC;4;1.90;npc_ship_data_(transport_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
SELLORDER;Market Goods: (1) Items ;2040x623;183597;76824.99
MISSION;52;120;716468;SCAN_STRUCTURE#sector_14_station_1.txt#sector_101.txt#Recon Center#structure_recon_1.txt#1#null#null#null;Track and scan the target <color='yellow'>Recon Center</color> structure in <color='cyan'>Brimstone</color> and return to Horizons in <color='cyan'>Gate of Alpharis</color>;11;The Orthodox faction has commissioned scientific survey of a strange vibration taking place at <color='yellow'>Recon Center</color> in the <color='cyan'>Brimstone</color> sector. Head over to <color='cyan'>Brimstone</color> and scan the <color='yellow'>Recon Center</color> structure. Once complete, return to the Horizons station located in the <color='cyan'>Gate of Alpharis</color> with the scan data.;11419;1800
MISSION;111;600;234501;KILL_RAIDERS#sector_3_station_0.txt#sector_95.txt#1#10#npc_ship_data_(pirate_shuttle_1)#npc_ship_data_(recon_escort_1)#npc_ship_data_(support_escort_1)#npc_ship_data_(excavation_escort_1);Kill <color='yellow'>1 Raider</color> level 10 in <color='cyan'>Temple Gates</color>. Return to Daemon Ammunitions in <color='cyan'>Starfort Ramos</color>;10;A medium group of thugs decided to set up camp in the <color='cyan'>Temple Gates</color> system. <i>Deminine Renome</i>, who has recently been elected as Overseer of <color='cyan'>Temple Gates</color> by the Missionarys, has requesting this contract to maintain in good standing with his constituents. Wipe out the level 10 and return to the Daemon Ammunitions station.;54461;14400
MISSION;11;120;438904;DELIVERY#3#1781#sector_1_station_0.txt#sector_103_station_0.txt#null#null#null#null;Deliver light container of <color='yellow'>3</color> <color='yellow'>Cloak Range Extenders</color> to Quantex Station in <color='cyan'>Dellis Primeria</color>;11;The Orthodox Faction has commissioned a transport liaison, <i>Xokee Peapastwho</i> at Temple of the Void. After an audit, <color='yellow'>3</color> items of <color='yellow'>Cloak Range Extenders</color> were left un accounted for. Head on over to <color='cyan'>Dellis Primeria</color> and deliver these <color='yellow'>Cloak Range Extenders</color> to Quantex.;17080;5000
MISSION;123;180;932156;CHAT_PILOT#sector_101_station_0.txt#sector_0.txt#Commander Rastwe Tires#npc_ship_data_(pirate_utility_1)#2#missions_arrest_escort.txt#0#null;Detain <color='yellow'><i>Commander Rastwe Tires</i></color> in <color='cyan'>Void Starcross</color> and escort them to Vo Industries in <color='cyan'>Brimstone</color>;10;<i>Sedbira Kaddjeljel</i> has requested that <color='yellow'><i>Commander Rastwe Tires</i></color> be escorted back into custody. Authorities of the Missionary faction has determined guilt opon the accused. <color='yellow'><i>Commander Rastwe Tires</i></color> has refused to cooperate with the courts. Last known sighting of <color='yellow'><i>Commander Rastwe Tires</i></color> was in the vicinity of the <color='cyan'>Void Starcross</color> system. Have a chat with them ann bring them back for further questioning.;24150;8625
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;1.06;ship_data_(pirate_utility_1).txt
SHIP;2;0.94;ship_data_(pirate_frigate_1).txt
SHIP;3;1.04;ship_data_(support_frigate_1).txt
SHIP;4;0.99;ship_data_(support_carrier_1).txt
SHIP;5;1.08;ship_data_(support_escort_1).txt
SHIP;6;0.92;ship_data_(recon_utility_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>



